"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-LaptopNameComparatorJaccard-record1Value","0-LaptopNameComparatorJaccard-record2Value","0-LaptopNameComparatorJaccard-record1PreprocessedValue","0-LaptopNameComparatorJaccard-record2PreprocessedValue","0-LaptopNameComparatorJaccard-similarity","0-LaptopNameComparatorJaccard-postproccesedSimilarity","1-LaptopComparatorJaroWinklerTfIdf-record1Value","1-LaptopComparatorJaroWinklerTfIdf-record2Value","1-LaptopComparatorJaroWinklerTfIdf-record1PreprocessedValue","1-LaptopComparatorJaroWinklerTfIdf-record2PreprocessedValue","1-LaptopComparatorJaroWinklerTfIdf-similarity","1-LaptopComparatorJaroWinklerTfIdf-postproccesedSimilarity","2-LaptopComparatorMongeElkan-record1Value","2-LaptopComparatorMongeElkan-record2Value","2-LaptopComparatorMongeElkan-record1PreprocessedValue","2-LaptopComparatorMongeElkan-record2PreprocessedValue","2-LaptopComparatorMongeElkan-similarity","2-LaptopComparatorMongeElkan-postproccesedSimilarity","3-LaptopComparatorMongeElkanTfIdf-record1Value","3-LaptopComparatorMongeElkanTfIdf-record2Value","3-LaptopComparatorMongeElkanTfIdf-record1PreprocessedValue","3-LaptopComparatorMongeElkanTfIdf-record2PreprocessedValue","3-LaptopComparatorMongeElkanTfIdf-similarity","3-LaptopComparatorMongeElkanTfIdf-postproccesedSimilarity","4-LaptopComparatorSoftTfIdf-record1Value","4-LaptopComparatorSoftTfIdf-record2Value","4-LaptopComparatorSoftTfIdf-record1PreprocessedValue","4-LaptopComparatorSoftTfIdf-record2PreprocessedValue","4-LaptopComparatorSoftTfIdf-similarity","4-LaptopComparatorSoftTfIdf-postproccesedSimilarity"
"WekaMatchingRule","antonline_926","savingslots_200","0.9217391304347826",,"dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","0.3333333333333333","0.3333333333333333","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","0.5204834387696162","0.5204834387696162","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","0.1829787234042553","0.1829787234042553","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","0.6120499696642709","0.6120499696642709","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","dell inspiron 15 7000 156 intel core i7 7th gen ips lcd gaming notebook 16gb ram 1 tb hdd 128gb ssd","dell i75777425blk 156 i7  7700hq 16gb 128gb 1tb","0.5204834387696162","0.5204834387696162"
"WekaMatchingRule","antonline_619","massgenie_504","0.9217391304347826",,"dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","0.13043478260869565","0.13043478260869565","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","0.25","0.25","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","0.1956521739130435","0.1956521739130435","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","0.5694444444444444","0.5694444444444444","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","dell inspiron 15-5000 15 5570 156 lcd notebook","dell mcmg6 156 intel i5-8300h 8gb ddr4 sdram windows 10 pro notebook","0.25","0.25"
"WekaMatchingRule","truecurate_227","macmall_262","0.19047619047619047",,"lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","0.1016949152542373","0.1016949152542373","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","0.19127301391900148","0.19127301391900148","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","0.06666666666666667","0.06666666666666667","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","0.5993221102795381","0.5993221102795381","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","lenovo 20hh000gus 156ampquot laptop intel core i7 8gb memory nvidia quadro m1200m 256gb solid state drive black","lenovo thinkpad e480 20kncore i5 8250u  16 ghzwin 10 pro 64-bit8 gb ram256 gb ssd tcg opal encryption 2 nvme14 ips 1920 x 1080 full hduhd graphics 620wi-fi bluetoothblack 20kn003xus","0.19127301391900148","0.19127301391900148"
"WekaMatchingRule","truecurate_76","buydig_44","0.9217391304347826",,"dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","0.21212121212121213","0.21212121212121213","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","0.35176323534072423","0.35176323534072423","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","0.17777777777777778","0.17777777777777778","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","0.5996725631046633","0.5996725631046633","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","dell lati7480j350v latitude 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","dell g3579-5965blk 156 i5-8300h 8gb ram 256gb ssd gaming notebook laptop","0.35176323534072423","0.35176323534072423"
"WekaMatchingRule","macmall_106","massgenie_692","0.9217391304347826",,"hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","0.203125","0.203125","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","0.41217609410736844","0.41217609410736844","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","0.1044776119402985","0.1044776119402985","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","0.5479227119271605","0.5479227119271605","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","hp inc smart buy elitebook 745 g5 amd ryzen 7 2700u quad-core 22ghz ultrathin notebook pc8gb ram 256gb ssd 14 led fhd uwva amd radeon vega graphics 101001000 intel 8265 ac 2x2 wifi  bluetooth 42 720p hd ir webcam 3-cell 50 wh li-ion polymer 4jb95utaba","hp inc 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb256 pc intel i5-8250u","0.41217609410736844","0.41217609410736844"
"WekaMatchingRule","truecurate_36","massgenie_166","0.19047619047619047",,"asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","0.09302325581395349","0.09302325581395349","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","0.17118419700436519","0.17118419700436519","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","0.07692307692307693","0.07692307692307693","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","0.6283886565035239","0.6283886565035239","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","asus e402wawh21 14ampquot laptop amd quad core e2-6110 4gb memory 64gb emmc flash dark blue","asus gl504gs-ds74 notebook 156 core i7-8750h geforce gtx1070 16gb ddr4 256gb plus 1tb windows 10","0.17118419700436519","0.17118419700436519"
"WekaMatchingRule","antonline_630","antonline_480","0.9217391304347826",,"lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","0.14285714285714285","0.14285714285714285","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","0.2508726030021272","0.2508726030021272","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","0.2765957446808511","0.2765957446808511","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","0.625787770821973","0.625787770821973","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","lenovo thinkpad t480 20l5004hus 14 lcd notebook","lenovo ideapad 730s-13iwl 81jb0004us 133 lcd notebook","0.2508726030021272","0.2508726030021272"
"WekaMatchingRule","techcrave_2121","buydig_191","0.9217391304347826",,"dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","0.23529411764705882","0.23529411764705882","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","0.3849001794597505","0.3849001794597505","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","0.1925925925925926","0.1925925925925926","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","0.7794228634059949","0.7794228634059949","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","dell jhdtm corei58-8250u8gb 1dimms256gb xsatasswwan","dell 125 i5 8350u 8gb 128gb","0.3849001794597505","0.3849001794597505"
"WekaMatchingRule","microcenter_121","rlsteinway_33","0.9217391304347826",,"dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","0.19230769230769232","0.19230769230769232","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","0.3241018617760822","0.3241018617760822","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","0.33090909090909093","0.33090909090909093","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","0.7173454540643953","0.7173454540643953","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","dell xps 13 9370 133in laptop computersilver intel core i7-8550u processor 180ghz","dell alienware 17 r5 aw17r5-7092slv intel core i7-8750h","0.3241018617760822","0.3241018617760822"
"WekaMatchingRule","savingslots_173","pcmg_614","0.19047619047619047",,"lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","0.08333333333333333","0.08333333333333333","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","0.2093126641730499","0.2093126641730499","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","0.13478260869565217","0.13478260869565217","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","0.6061032181989392","0.6061032181989392","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20ljs12b00 mc00031780 x380 yoga w10p fd","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","0.2093126641730499","0.2093126641730499"
"WekaMatchingRule","pcmg_614","truecurate_98","0.9217391304347826",,"lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","0.20512820512820512","0.20512820512820512","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","0.3818493580832101","0.3818493580832101","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","0.17204301075268819","0.17204301075268819","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","0.7178930076065445","0.7178930076065445","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","lenovoâ thinkpad x1 yoga 20ld flip design 8th gen intel core i5-8350u quad-core 17ghz16gb ram","lenovo 20kn003xus thinkpad e480 14ampquot laptop intel core i5 8gb memory 256gb solid state drive black","0.3818493580832101","0.3818493580832101"
"WekaMatchingRule","truecurate_175","savingslots_446","0.9217391304347826",,"asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","0.3142857142857143","0.3142857142857143","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","0.5364494647189336","0.5364494647189336","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","0.4","0.4","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","0.6530471562110153","0.6530471562110153","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","asus ux461uads51t zenbook flip 2-in-1 14ampquot touch-screen laptop intel core i5 8gb memory 256gb solid state drive slate gray","asus ux461uads51t 140 i5 8250u 8gb 256gb w10h","0.5364494647189336","0.5364494647189336"
