productid,clusterid,gtin,mpn,sku,productname,brand,description,price,currency
kaizyr_74,cluster_21935,1.90781E+11,,DC1BS51UTCA,850 G4 i77500U 15.6 8GB 256  U,HP,"HP PROMO 850 G4 i7-7500U 15.6 8GB/256 PC Core i7-7500U, 15.6 FHD AG LED SVA, UMA, 8GB DDR4 RAM, 256GB SSD, BT, 3C Battery, FPR, Win 10 PRO 64, 3yr Warranty U.S. - English localization",1509,CAD
kaizyr_84,cluster_22276,1.92019E+11,,DC3NU57UTCA,CB11G6 CelN3350 11 4GB-16 PC,HP,"HP CB11G6 CelN3350 11 4GB/16 PC Intel CN3350, 11.6 HD AG LED SVA, UMA, Webcam, 4GB LPDDR4, 16GB eMMC, AC+BT, 2C Batt, Chrome OS, 1yr Wrty+ U.S. - English localization",335,CAD
macmall_10,cluster_22018,1.90199E+11,MR9Q2LLA,41417890,"Apple 13.3"" MacBook Pro with Touch Bar, Quad-Core Intel Core i5 2.3GHz, 8GB RAM, 256GB SSD storage, Intel Iris Plus Graphics 655, 10-hour battery life, Space Gray, macOS High Sierra (MR9Q2LL/A)",Apple,"2.3GHz Quad-Core Intel Core i5 (Turbo Boost up to 3.8GHz), 8GB of 2133MHz LPDDR3 memory, Retina Display, 13.3"" (diagonal) LED-backlit display with IPS technology, Bluetooth 5.0, 720p FaceTime HD camera, Built-in 58.0-watt-hour lithium-polymer battery",1719,USD
macmall_100,cluster_22463,8.24142E+11,GT83014,41086402,"MSI GT83 TITAN-014 - Intel Core i7-8850H (2.6 - 4.3GHz), 32GB (16G*2) DDR4 2666MHz, Super RAID 4 512GB SSD (NVMe) [256GB *2]+1TB (SATA) 7200rpm, BD Burner (9.5mm), LAN, WLAN, BT 5, Dual GeForce® GTX1080 [SLI] 16G GDDR5X (8GB each), 18.4"" Full HD (GT83014)",MSI,"Intel Core i7-8850H (2.6 - 4.3GHz), 32GB (16G*2) DDR4 2666MHz, Super RAID 4 512GB SSD (NVMe) [256GB *2]+1TB (SATA) 7200rpm, BD Burner (9.5mm), LAN, WLAN, BT 5, Dual GeForce® GTX1080 [SLI] 16G GDDR5X (8GB each), 18.4"" Full HD, Windows 10",4910,USD
macmall_106,cluster_22944,1.92546E+11,4JB95UTABA,41186221,"HP Inc. Smart Buy EliteBook 745 G5 AMD Ryzen 7 2700U Quad-Core 2.2GHz UltraThin Notebook PC - 8GB RAM, 256GB SSD, 14"" LED FHD UWVA, AMD Radeon Vega Graphics, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD IR Webcam, 3-Cell 50 Wh Li-Ion Polymer (4JB95UT#ABA)",HP,"AMD Ryzen 7 2700U Quad-Core 2.2GHz, 8GB DDR4 SDRAM, 256GB PCIe NVMe Value SSD, 14"" LED FHD UWVA, AMD Radeon Vega Graphics, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD IR Webcam, 3-Cell 50 Wh Li-Ion Polymer, Microsoft Windows 10 Pro 64-bit",1434,USD
macmall_107,cluster_22953,1.92546E+11,4JB90UTABA,41186222,"HP Inc. Smart Buy EliteBook 745 G5 AMD Ryzen 7 2700U Quad-Core 2.2GHz UltraThin Notebook PC - 8GB RAM, 256GB SSD, 14"" FHD UWVA, AMD Radeon Vega Graphics, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD IR Webcam, 3-Cell 50 Wh Li-Ion Polymer (4JB90UT#ABA)",HP,"AMD Ryzen 7 2700U Quad-Core 2.2GHz, 8GB DDR4 SDRAM, 256GB PCIe NVMe Value SSD, 14"" FHD UWVA, AMD Radeon Vega Graphics, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD IR Webcam, 3-Cell 50 Wh Li-Ion Polymer, Microsoft Windows 10 Pro 64-bit",1250,USD
macmall_108,cluster_22904,1.92651E+11,20KN008GUS,41209727,"Lenovo ThinkPad E480 20KN 7th Gen Intel Core i3-7020U Dual-Core 2.30GHz Notebook PC - 4GB RAM, 500GB HDD, 14"" HD (1366x768) TN Display, Intel HD Graphics 620, 802.11ac Wi-Fi, Bluetooth 4.1, Windows 10 Pro 64-bit - Black (20KN008GUS)",Lenovo,"7th Gen Intel Core i3-7020U Dual-Core 2.30GHz, 4GB DDR4 RAM, 500GB HDD, 14"" HD (1366x768) TN Display, Integrated Intel HD Graphics 620, 802.11ac Wi-Fi, Bluetooth 4.1, MicroSD Media Card Reader, USB Type-A, USB Type-C, HDMI, Windows 10 Pro 64-bit",600,USD
macmall_11,cluster_22303,1.90198E+11,MPXT2LLA,40658061,"Apple 13.3"" MacBook Pro, Dual-Core Intel Core i5 2.3GHz, 8GB RAM, 256GB SSD storage, Intel Iris Plus Graphics 640, 10-hour battery life, Space Gray, Mac OS High Sierra (MPXT2LL/A)",Apple,"2.3GHz Dual-Core Intel Core i5 (Turbo Boost up to 3.6GHz), 8GB of 2133MHz LPDDR3 memory, Retina Display, 13.3"" (diagonal) LED-backlit display with IPS technology, Bluetooth 4.2, 720p FaceTime HD camera, Built-in 54.5-watt-hour lithium-polymer battery",1449,USD
macmall_114,cluster_22136,1.92158E+11,20KS003WUS,40924446,"Lenovo ThinkPad E580 20KS - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6"" 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi, Bluetooth - black (20KS003WUS)",Lenovo,"Lenovo ThinkPad E580 20KS - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6"" 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi, Bluetooth - black",570,USD
macmall_116,cluster_22158,,20KV000YUS,41194710,"HP Inc. Elitebook 745 G3 AMD A8-8600B 1.6GHz Notebook PC - 8GB RAM, 128GB SSD, NO ODD, 14"" Display (1366 x 768), Webcam, Microsoft Windows 10 Home 64-bit - (Grade B) Refurbished (PC5-1189)",HP,"HP Elitebook 745 G3 AMD A8-8600B 1.6GHz Notebook PC - 8GB RAM, 128GB SSD, NO ODD, 14"" Display (1366 x 768), Webcam, Microsoft Windows 10 Home 64-bit - (Grade B) Refurbished",250,USD
macmall_120,cluster_22402,1.92546E+11,4RB08UTABA,41216228,"HP Inc. ZBook 15 G5 8th Gen Intel Core i7-8750H 6-Core 2.20GHz Notebook PC - 16GB RAM, 512GB PCIe NVMe SSD, 15.6"" FHD (1920x1080) eDP LED-backlit Touchscreen Display, Intel UHD Graphics 630, GbE, WiFi, Bluetooth, Webcam, Windows 10 Pro 64 - Smart Buy (4RB08UT#ABA)",HP,"8th Gen Intel Core i7-8750H 6-Core 2.20GHz, 16GB DDR4-2666 SDRAM, 512GB PCIe NVMe SSD, 15.6"" FHD (1920x1080) eDP LED-backlit Touchscreen Display, Intel UHD Graphics 630, Intel I219-LM GbE, 802.11ac, Bluetooth, 720p HD Webcam w/IR, Windows 10 Pro 64",2130,USD
macmall_133,cluster_22987,8.89899E+11,V2W06UTABA,13794787,"HP Inc. Smart Buy ZBook 15 G3 Intel Core i7-6700HQ Quad-Core 2.60GHz Mobile Workstation - 8GB RAM, 1TB HDD, 15.6"" LED FHD, Gigabit Ethernet, 802.11ac, Bluetooth, Webcam, TPM + Fingerprint Reader, 9-cell 90 Wh Li-Ion Polymer (V2W06UT#ABA)",HP,"Intel Core i7-6700HQ Quad-Core 2.60GHz, 8GB DDR4 2133MHz,1TB 5400rpm SATA, 15.6"" LED FHD, NVIDIA Quadro M1000M, Webcam, Gigabit NIC, 802.11ac, Bluetooth, Microsoft Windows 7 Pro 64-bit (available through downgrade rights from Windows 10 Pro 64)",1560,USD
macmall_193,cluster_21906,1.90199E+11,MREE2LLA,41631398,"Apple 13.3"" MacBook Air dual-core Intel Core i5 1.6GHz, Turbo Boost up to 3.6GHz, 8GB RAM, 128GB SSD storage, Intel UHD Graphics 617, 12 Hour Battery Life, Gold (MREE2LL/A)",Apple,"1.6GHz dual-core Intel Core i5, 8GB 2133MHz LPDDR3 memory, 128GB PCIe-based SSD storage, Intel UHD Graphics 617, 13.3"" Retina display, Bluetooth 4.2, 720p FaceTime HD camera, 2 Thunderbolt 3 (USB-C) ports, Built-in 50.3-watt-hour lithium-polymer battery",1194,USD
macmall_194,cluster_21834,1.90199E+11,MREC2LLA,41631405,"Apple 13.3"" MacBook Air dual-core Intel Core i5 1.6GHz, Turbo Boost up to 3.6GHz, 8GB RAM, 256GB SSD storage, Intel UHD Graphics 617, 12 Hour Battery Life, Silver (MREC2LL/A)",Apple,"1.6GHz dual-core Intel Core i5, 8GB 2133MHz LPDDR3 memory, 256GB PCIe-based SSD storage, Intel UHD Graphics 617, 13.3"" Retina display, Bluetooth 4.2, 720p FaceTime HD camera, 2 Thunderbolt 3 (USB-C) ports, Built-in 50.3-watt-hour lithium-polymer battery",1394,USD
macmall_204,cluster_22220,1.92159E+11,20L7002CUS,40980946,"Lenovo ThinkPad T480s 20L7 8th Gen Intel Core i5-8350U Quad-Core 1.70GHz Notebook PC - 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 14"" FHD (1920x1080) IPS Display, Intel UHD Graphics 620, Intel 8265ac, 2x2 + BT4.1, WWAN Upgradable, Windows 10 Pro 64 - TopSeller (20L7002CUS)",Lenovo,"8th Gen Intel Core i5-8350U Quad-Core 1.70GHz, 8GB Soldered, 256GB SSD M.2 PCIe NVMe Opal2, 14"" FHD (1920x1080) IPS Display, Integrated Intel UHD Graphics 620, Intel 8265ac, 2x2 + BT4.1, WWAN Upgradable, 720p Camera, Backlit Keyboard, Windows 10 Pro 64",1517,USD
macmall_206,cluster_22135,1.92545E+11,3YE10UTABA,41040233,"HP Inc. ZBook 14u G5 Mobile Workstation 8th Gen Intel Core i5-8250U Quad-Core 1.6GHz - 8GB RAM, 256GB SSD Z Turbo Drive, NVMe, 14"" Touchscreen IPS 1920 x 1080 (Full HD), Radeon Pro WX 3100 / HD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit (3YE10UT#ABA)",HP,"8th Gen Intel Core i5-8250U Quad-Core 1.6GHz, 8GB RAM, 256GB SSD Z Turbo Drive, NVMe, 14"" Touchscreen IPS 1920 x 1080 (Full HD), Radeon Pro WX 3100 / HD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Turbo Silver",1550,USD
macmall_207,cluster_22563,1.92545E+11,3YE06UTABA,41040235,"HP Inc. ZBook 14u G5 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Mobile Workstation - 8GB RAM, 256GB SSD  Z Turbo Drive NVMe, 14"" IPS Touchscreen 1920 x 1080 (Full HD), Radeon Pro WX 3100 / HD Graphics 620, Wi-Fi, Bluetooth - turbo silver - kbd: US (3YE06UT#ABA)",HP,"8th Gen Intel Core i5-8350U Quad-Core 1.7GHz, 8GB RAM, 256GB SSD  Z Turbo Drive NVMe, 14"" IPS Touchscreen 1920 x 1080 (Full HD), Radeon Pro WX 3100 / HD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit",1610,USD
macmall_216,cluster_22603,1.92546E+11,4JC02UTABA,41186223,"HP Inc. Smart Buy EliteBook 745 G5 AMD Ryzen 7 2700U Quad-Core 2.2GHz UltraThin Notebook PC - 16GB RAM, 512GB SSD, 14"" Touchscreen LED FHD UWVA, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD IR Webcam, 3-Cell 50 Wh Li-Ion Polymer (4JC02UT#ABA)",HP,"AMD Ryzen 7 2700U Quad-Core 2.2GHz, 16GB DDR4 SDRAM, 512GB PCIe NVMe TLC SSD, 14"" Touchscreen LED FHD UWVA, AMD Radeon Vega Graphics, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD IR Webcam, Microsoft Windows 10 Pro 64-bit",1660,USD
macmall_220,cluster_22552,1.92546E+11,4LB46UTABA,41186127,"HP Inc. Smart Buy ProBook 645 G4 AMD Ryzen 5 2500U Quad-Core 2GHz Notebook PC - 8GB DDR4 SDRAM, 256GB SSD, 14"" LED HD SVA, AMD Radeon Vega Graphics, 10/100/1000, Intel 8265 AC 2x2 WiFi + Blutooth 4.2, 720p HD Webcam, Microsoft Windows 10 Pro 64-bit (4LB46UT#ABA)",HP,"AMD Ryzen 5 2500U Quad-Core 2GHz, 8GB DDR4 SDRAM, 256GB SSD, 14"" LED HD SVA, AMD Radeon Vega Graphics, 10/100/1000, Intel 8265 AC 2x2 WiFi + Blutooth 4.2, 720p HD Webcam, Microsoft Windows 10 Pro 64-bit",877,USD
macmall_222,cluster_22373,1.92545E+11,3YE02UTABA,41040232,"HP Inc. ZBook 14u G5 Mobile Workstation 8th Gen Intel Core i5-8250U Quad-Core 1.6GHz - 8GB RAM, 256GB SSD Z Turbo Drive, NVMe, 14"" IPS 1920 x 1080 (Full HD), Radeon Pro WX 3100 / HD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Turbo Silver (3YE02UT#ABA)",HP,"8th Gen Intel Core i5-8250U Quad-Core 1.6GHz, 8GB RAM, 256GB SSD Z Turbo Drive, NVMe, 14"" IPS 1920 x 1080 (Full HD), Radeon Pro WX 3100 / HD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Turbo Silver",1370,USD
macmall_227,cluster_22722,1.92546E+11,4HZ54UTABA,41186228,"HP Inc. Smart Buy EliteBook 755 G5 AMD Ryzen 7 2700U Quad-Core 2.2GHz UltraThin Notebook PC - 8GB RAM, 256GB SSD, 15.6"" FHD UWA 400 nit, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD IR Webcam, 3-cell 56 WHr Li-ion (4HZ54UT#ABA)",HP,"AMD Ryzen 7 2700U Quad-Core 2.2GHz, 8GB DDR4 SDRAM, 256GB PCIe NVMe Value SSD, 15.6"" FHD UWA 400 nit, AMD Radeon Vega Graphics, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD IR Webcam, 3-cell, 56 WHr Li-ion, Microsoft Windows 10 Pro 64-bit",1220,USD
macmall_229,cluster_22201,8.89956E+11,20EN0013US,13736790,"Lenovo ThinkPad P50 20EN - Core i7 6700HQ / 2.6 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 500 GB HDD - 15.6"" IPS 1920 x 1080 (Full HD) - Quadro M1000M / HD Graphics 530 - Wi-Fi, Bluetooth (20EN0013US)",Lenovo,"Lenovo ThinkPad P50 20EN - Core i7 6700HQ / 2.6 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 500 GB HDD - 15.6"" IPS 1920 x 1080 (Full HD) - Quadro M1000M / HD Graphics 530 - Wi-Fi, Bluetooth",1339,USD
macmall_262,cluster_22593,1.92159E+11,20KN003XUS,40924453,"Lenovo ThinkPad E480 20KN - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - black (20KN003XUS)",Lenovo,"Lenovo ThinkPad E480 20KN - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - black",841,USD
macmall_263,cluster_22992,1.92158E+11,20KS003SUS,40924454,"Lenovo ThinkPad E580 20KS 8th Gen Intel Core i5-8250U Quad-Core 1.60GHz Notebook PC - 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 15.6"" FHD (1920x1080) IPS Display, Intel UHD Graphics 620, 802.11ac 2x2 +BT4.1, 720p Camera, Windows 10 Pro 64 - TopSeller (20KS003SUS)",Lenovo,"8th Gen Intel Core i5-8250U Quad-Core 1.60GHz, 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 15.6"" FHD (1920x1080) IPS Display, Integrated Intel UHD Graphics 620, 802.11ac 2x2, Bluetooth 4.1, 720p Camera, Windows 10 Pro 64, Black, 1-Year Depot Warranty",831,USD
macmall_268,cluster_22991,1.9233E+11,20L5000UUS,40976663,"Lenovo ThinkPad T480 20L5 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 14"" FHD (1920x1080) IPS Display, Intel UHD Graphics 620, Intel 8265ac, 2x2 + BT4.1, 720p Camera, Windows 10 Pro 64 - TopSeller (20L5000UUS)",Lenovo,"8th Gen Intel Core i7-8550U Quad-Core 1.80GHz, 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 14"" FHD (1920x1080) IPS Display, Integrated Intel UHD Graphics 620, Intel 8265ac, 2x2 + BT4.1, 720p Camera, Backlit Keyboard, Windows 10 Pro 64, 3-Year Depot Warranty",1414,USD
macmall_271,cluster_22677,1.9233E+11,20LB0019US,40989179,"Lenovo ThinkPad P52s 20LB 8th Gen Intel Core i7 8650U / 1.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 1 TB SSD TCG Opal Encryption 2, NVMe - 15.6"" IPS 1920 x 1080 (Full HD) - Quadro P500 / UHD Graphics 620 - Wi-Fi, Bluetooth - WWAN upgradable - Black (20LB0019US)",Lenovo,"Harness quad-core performance on the go with the ThinkPad P52s mobile workstation. This powerhouse Ultrabook boasts cutting-edge processors and graphics, business-class security, and expansive connectivity.",1936,USD
macmall_275,cluster_22509,1.92159E+11,20KN003TUS,41059336,"Lenovo ThinkPad E480 20KN - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14"" TN 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi, Bluetooth - black (20KN003TUS)",Lenovo,"Lenovo ThinkPad E480 20KN - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14"" TN 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi, Bluetooth - black",653,USD
macmall_278,cluster_22474,1.91115E+11,NXGNPAA022,40897722,"Acer Aspire 3 A315-51-57Z4 Intel Core i5-7200U Dual-core 2.5GHz Notebook Computer - 6GB RAM, 1TB HDD, 15.6"" Full HD (1920 x 1080) ComfyView, Gigabit Ethernet, 802.11ac wireless LAN, Webcam, 2-Cell 4810mAh Li-ion - Obsidian Black (NX.GNPAA.022)",Acer,"Intel Core i5-7200U Dual-core 2.5GHz, 6GB DDR4 SDRAM, 1TB 5400RPM Serial ATA, 15.6"" Full HD (1920 x 1080) ComfyView, Intel HD Graphics 620, Gigabit Ethernet, 802.11ac wireless LAN, Webcam, Microsoft Windows 10 Home 64-bit",495,USD
macmall_281,cluster_22236,8.89899E+11,V2W13UTABA,13794796,"HP Inc. Smart Buy ZBook 15 G3 Intel Xeon Quad-Core E3-1505M 2.80GHz Mobile Workstation - 16GB RAM, 512GB SSD, 15.6"" LED FHD, Gigabit Ethernet, 802.11ac, Bluetooth, Webcam, TPM + Fingerprint Reader, 9-cell 90 Wh Li-Ion Polymer (V2W13UT#ABA)",HP,"Intel Xeon Quad-Core E3-1505M 2.80GHz, 16GB DDR4 2133MHz, 512GB Z Turbo Drive G2, 15.6"" LED FHD, NVIDIA Quadro M2000M, Webcam, Gigabit NIC, 802.11ac, Bluetooth, Microsoft Windows 7 Pro 64-bit (available through downgrade rights from Windows 10 Pro 64)",2269,USD
macmall_287,cluster_22033,8.89899E+11,V2W66UTABA,13868089,"HP Inc. ZBook 17 G3 Mobile Workstation - Xeon E3-1535MV5 / 2.9 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 16 GB RAM - 512 GB SSD  Z Turbo Drive G2 + 1 TB HDD - 17.3"" IPS 1920 x 1080 (Full HD) - Quadro M5000M / HD Graphics P530 - Wi-Fi, Bluetoot (V2W66UT#ABA)",HP,"HP ZBook 17 G3 Mobile Workstation - Xeon E3-1535MV5 / 2.9 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 16 GB RAM - 512 GB SSD HP Z Turbo Drive G2 + 1 TB HDD - 17.3"" IPS 1920 x 1080 (Full HD) - Quadro M5000M / HD Graphics P530 - Wi-Fi, ...",3780,USD
macmall_292,cluster_22618,8.89899E+11,V2W10UTABA,13794791,"HP Inc. Smart Buy ZBook 15 G3 Intel Core i7-6700HQ Quad-Core 2.60GHz Mobile Workstation - 16GB RAM, 512GB SSD, 15.6"" LED FHD, Gigabit Ethernet, 802.11ac, Bluetooth, Webcam, TPM + Fingerprint Reader, 9-cell 90 Wh Li-Ion Polymer (V2W10UT#ABA)",HP,"Intel Core i7-6700HQ Quad-Core 2.60GHz, 16GB DDR4 2133MHz, 512GB Z Turbo Drive G2, 15.6"" LED FHD, NVIDIA Quadro M1000M, Webcam, Gigabit NIC, 802.11ac, Bluetooth, Microsoft Windows 7 Pro 64-bit (available through downgrade rights from Windows 10 Pro 64)",2080,USD
macmall_293,cluster_22928,1.92545E+11,3VN32UAABA,41174753,"HP Inc. Pavilion 15-cs0079nr 8th Gen Intel Quad-Core i5-8250U 1.6GHz Notebook PC - 8GB DDR4 RAM, 1TB HDD, DVDRW, 15.6"" FHD 1920x1080 Touchscreen, UHD Graphics 620, Gigabit Ethernet, WiFi, Bluetooth, Microsoft Windows 10 Home Edition (3VN32UA#ABA)",HP,"8th Gen Intel Quad-Core i5-8250U 1.6GHz, 8GB DDR4 RAM, 1TB HDD, DVDRW, 15.6"" FHD 1920x1080 Touchscreen, UHD Graphics 620, Gigabit Ethernet, WiFi, Bluetooth, Windows 10 Home Edition, Sand Blast Matte Finish in Ceramic White with Pale Gold Keyboard Deck",655,USD
macmall_295,cluster_22648,1.92651E+11,20KS008JUS,41209728,"Lenovo ThinkPad E580 20KS 7th Gen Intel Core i3-7020U Dual-Core 2.30GHz Notebook PC - 4GB RAM, 500GB HDD, 15.6"" HD (1366x768) Display, Intel HD Graphics 620, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit - Black (20KS008JUS)",Lenovo,"7th Gen Intel Core i3-7020U Dual-Core 2.30GHz, 4GB RAM, 500GB HDD, 15.6"" HD (1366x768) Display, Intel HD Graphics 620, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",580,USD
macmall_296,cluster_21886,1.91546E+11,20HK001RUS,40640572,"Lenovo ThinkPad P71 20HK - Core i7 7820HQ / 2.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 512 GB SSD TCG Opal Encryption 2, NVMe - 17.3"" IPS 1920 x 1080 (Full HD) - Quadro P3000 / HD Graphics 630 - Wi-Fi, Bluetooth - WWAN upgradable - black (20HK001RUS)",Lenovo,"Lenovo ThinkPad P71 20HK - Core i7 7820HQ / 2.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 512 GB SSD TCG Opal Encryption 2, NVMe - 17.3"" IPS 1920 x 1080 (Full HD) - Quadro P3000 / HD Graphics 630 - Wi-Fi, Bluetooth - WWAN upgradable - black",2204,USD
macmall_297,cluster_22259,1.90781E+11,X9V54UTABA,40243649,"HP Inc. ZBook 15 G3 Mobile Workstation - Core i7 6700HQ / 2.6 GHz - Win 10 Pro 64-bit - 16 GB RAM - 512 GB SSD  Z Turbo Drive, NVMe - 15.6"" IPS touchscreen 1920 x 1080 (Full HD) - Quadro M1000M / HD Graphics 530 - Wi-Fi, Bluetooth - space silver - kbd: US (X9V54UT#ABA)",HP,"HP ZBook 15 G3 Mobile Workstation - Core i7 6700HQ / 2.6 GHz - Win 10 Pro 64-bit - 16 GB RAM - 512 GB SSD HP Z Turbo Drive, NVMe - 15.6"" IPS touchscreen 1920 x 1080 (Full HD) - Quadro M1000M / HD Graphics 530 - Wi-Fi, Bluetooth - space silver - kbd: US",2035,USD
macmall_299,cluster_22219,,VTXR,41194710,"HP Inc. Elitebook 745 G3 AMD A8-8600B 1.6GHz Notebook PC - 8GB RAM, 128GB SSD, NO ODD, 14"" Display (1366 x 768), Webcam, Microsoft Windows 10 Home 64-bit - (Grade B) Refurbished (PC5-1189)",HP,"HP Elitebook 745 G3 AMD A8-8600B 1.6GHz Notebook PC - 8GB RAM, 128GB SSD, NO ODD, 14"" Display (1366 x 768), Webcam, Microsoft Windows 10 Home 64-bit - (Grade B) Refurbished",250,USD
macmall_3,cluster_22137,1.90199E+11,MR942LLA,41418001,"Apple 15.4"" MacBook Pro with Touch Bar, 6-Core Intel Core i7 2.6GHz, 16GB RAM, 512GB SSD storage, Radeon Pro 560X with 4GB of GDDR5, 10-hour battery life, Space Gray, macOS High Sierra (MR942LL/A)",Apple,"2.6GHz 6-Core Intel Core i7 (Turbo Boost up to 4.3GHz), 16GB of 2400MHz DDR4 memory, Retina Display, 15.4"" (diagonal) LED-backlit display with IPS technology, Bluetooth 5.0, 720p FaceTime HD camera, Built-in 83.6-watt-hour lithium-polymer battery",2649,USD
macmall_304,cluster_21898,1.90199E+11,MRE92LLA,41631400,"Apple 13.3"" MacBook Air dual-core Intel Core i5 1.6GHz, Turbo Boost up to 3.6GHz, 8GB RAM, 256GB SSD storage, Intel UHD Graphics 617, 12 Hour Battery Life, Space Gray (MRE92LL/A)",Apple,"1.6GHz dual-core Intel Core i5, 8GB 2133MHz LPDDR3 memory, 256GB PCIe-based SSD storage, Intel UHD Graphics 617, 13.3"" Retina display, Bluetooth 4.2, 720p FaceTime HD camera, 2 Thunderbolt 3 (USB-C) ports, Built-in 50.3-watt-hour lithium-polymer battery",1394,USD
macmall_306,cluster_22852,1.91376E+11,20HH000GUS,40601307,"Lenovo ThinkPad P51 20HH 7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz Mobile Workstation - 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 15.6"" FHD (1920x1080) IPS Display, NVIDIA Quadro M1200 4GB, WiFi, BT4.1, WWAN Upgradable, Windows 10 Pro 64 (20HH000GUS)",Lenovo,"7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz, 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 15.6"" FHD (1920x1080) IPS Display, NVIDIA Quadro M1200 4GB, Intel 8265ac, 2x2 + BT4.1, WWAN Upgradable, 720p Camera, Windows 10 Pro 64",1468,USD
macmall_308,cluster_22895,1.91377E+11,20HK0013US,40601336,"Lenovo ThinkPad P71 Intel Core i7-7700HQ Quad-Core 2.80GHz Notebook PC - 8GB RAM, 500GB HDD, 17.3"" FHD IPS LCD, Gigabit Ethernet, 802.11ac, Bluetooth 4.1, Fingerprint Reader - Black (20HK0013US)",Lenovo,"Intel Core i7-7700HQ Quad-Core 2.80GHz, 8GB DDR4 SDRAM, 500GB SATA HDD, 17.3"" FHD IPS LCD, NVIDIA Quadro M620, Gigabit Ethernet, 802.11ac, Bluetooth 4.1, Fingerprint Reader, Microsoft Windows 10 Pro 64-bit - Black",1436,USD
macmall_309,cluster_22493,1.90782E+11,1NL41UTABA,40601090,"HP Inc. ZBook 17 G4 Mobile Workstation - Intel Core i7-7820HQ 3.9GHz - 16GB DDR4 - 1TB HDD - 17.3"" FHD Display 1920x1080 - 6GB NVIDIA Quadro P3000 - 4x USB 3.0 - Bluetooth 4.2 - Win 10 Pro 64-bit (1NL41UT#ABA)",HP,"We built desktop workstation power, performance and expandability into a device designed for the road. Made for mobile creative and design professionals with the most demanding projects, where compromise is simply not an option.",2242,USD
